,0
814,벽면에 있는 사람들 사진 포즈도 참고해서 찍었으니 아이디어 고갈일때는 잠시 참고해서 보면 좋겠다. 분 여유있을줄 알았는데 진~~~짜 빨리 감 **미리 포즈 연구해가는거 추천 **타임랩스 를 제공된 거치대에... 
815,.. 요즘도 계속 집콕이라 두 아들들에게 뭘 해줘야 하나 항상 고민이에요 물감놀이 도우놀이 종이컵놀이 책놀이 체육놀이 요리놀이 등등 이것저것 해주고 있는데 슬슬 한계가 옵니다 아이디어 고갈중... 
816,"와인바야~ 컵 꾸미기 내가 다했음 ㅎㅎ 아이디어 고갈되소 내껀 대충함 ㅎㅎ 글고 저 라구 파스타 머야? 면이 너무 맛있어.. 가현이가 애벌레라고 했다 ㅎㅎ; 와인 병 시킨 우리,,,, 서비스까지 받은 우리... "
817,흑흑 우리둘 끼니는 대에충 떼우면 되는데 황금베베는 매번 색다른 음식들은 많이 접하게 해주고싶은데 매번 아이디어 고갈... 그러던중 친한언니한테 아기들이 눈이 뿅하고 튀어나올만한 핫한 메뉴를 알려줘서... 
818,요즘따라 아이디어가 고갈되는 듯한 느낌이 든다. 중학교 때는 정말 매일매일 아이디어가 너무 많은데 당장 이걸 실현시켜줄 수단이 없으니 답답했었는데 이젠 반대다. 당장 써야 할 과제들이 산더미인데... 
819,"사실 아이디어 고갈이 좀 오기도 했는데요, 생각해보니 꼭 새로운 것만 하라는 법은 없는거 같아요. 저도 여기 있는 것들 중 골라서 몇 가지를 다시 해봐야겠어요. 어릴 때 했던 것과 지금 하는 것은 많이 다르지... "
820,각 개인의 생각을 제한 하면 아이디어는 고갈 되고 아이디어가 고갈 되면 그 사회는 정체 된다고 합니다. 아이디어가 많은 사회가 탁월한 사회이고 가장 민주적인 사회라고 합니다. 아인슈타인은 &quot;나는 상상력을... 
821,아이디어 고갈... 이미 형님반에서 했던 질문들은 모두 써먹었습니다. 번 수업을 했더니..ㅠ.ㅠ 이제 새로운 질문 사냥... ㅎㅎㅎㅎㅎ그날그날 신문기사도 찾아보고 애들 수준에 맞는걸로 골라봅니다.... 
822,"벌써 아이디어 고갈이다. 크리스마스 트리는 벌써 두 번이나 만들었다. 다이소에서 산 펠트 트리는 도착한 다음날 일어나자마자 만들어서 문에 붙였고, 색종이를 잘라 만든 크리스마스 트리는 벽에 붙였다.... "
823,ㅋㅋ ㅋ ㅋ ㅋㅋㅋㅋㅋ블로그 올리고 싶은데 제목 아이디어 고갈로 못 올림… 친구의 추천으로 으녕이의 일상 시작하께요.. 요즘 다시 과자쟁이라 하루죙일 과자먹음 이건 초코 꼬북칩인데.. 꼭 꼭 얼먹하세요... 
824,"서서히 아이디어 고갈중. 오늘은 뭐하지? 날도 좋은데 가을 바람 맞으러 나가야겠당. 드로잉 수업때 쓰는 뷰마운트 하나씩 나눠주고 학교 주변을 탐색한다. 찰칵, 찰칵 여기저기서 사진찍는 소리. 달콤아, 나... "
825,명절때마다 거의 만들어서인지 점점 아이디어 고갈이… 그래도 어머님들 힘드시니 산삼같은 홍삼액과 예쁘게 칠한인삼과 함께~ 마음까지 정말 풍성해지는 명절이었길… 직접 송편을 빚으면 좋겠지만... 
826,"또 다른 문제점은 아이디어 고갈이다. 기본적으로 참신해야 하고, 남들이 웃을 수 있는 포인트를 짚어내서 만화에 녹여내야 사람들이 관심을 가지는데, 점점 내가 알고 있는 밈이나 아이디어들이 바닥을... "
827,"오늘은 아이디어가 고갈되어 힘들때 참고할 수 있는 사이트를 하나 소개해 드립니다. 바로 타이포 그라피 서울인데요 다양한 타이포 그라피 작품과 디자이너들의 인터뷰, 아티클들을 볼수 있는... "
828,루키밍님 영상 참고해서 도안으로 만들어봤어요 아이디어 고갈되서 좀 힘들었는데ㅎㅎㅎ 아이디어 주신 나연님께도 감사드립니다 보시다시피 굉장히 짱구스러운 명함이죠 잘생긴 유치원숭이 아니고... 
829,이신영 바보  칠판에 낙서하면 … 낙서하면 … 아이디어 고갈 너 혼날거임 .. 환승연애 화 ? 화 ? 후기요 토요일 오전에 엄마랑 산책하고 같이 스타벅스 들렀다가 오는 이 루틴이 너무 힐링되고 행복해져요... 
830,"주차 도시락은 아이디어 고갈로 고민이 많았던 주였어요. 주차는 오므라이스, 비빔밥, 김밥, 떡갈비, 스팸마요덮밥입니다. 도시락 전날 대략 어떤 도시락을 만들지 구상을 하고 모양내기는 거의... "
831,요즘같이 집콕밖에 답이 없을때.. 지겨움에 몸서리 쳐지고 아이디어 고갈로 머리가 지끈거리실때... 그럴땐~ 이 아이디어들을~ 초콜릿처럼~ 꺼내...살살 녹여서 쓰세요~^^
832,그러나 아이디어 고갈 이후 내 입에서는 명료하고 정확한 사실만이 터져나온다. 아이의 감정이나 느낌과는 상관없이 '내 말이 옳으니까 이걸로 됐어'라는 믿음을 가지고서. 물론 이런 반복되는 실랑이가 나 역시... 
833,장담하건대 시간이 모자랄 뿐이지 아이디어가 고갈되는 법은 없다. 아이 디어를 내 안에서 잠자게 하는 것보다 다른 사람에게 나눠 주고 그들의 성공에 보탬이 되는 편이 훨씬 낫다. -작은 시작 (Ways to Win peple)... 
834,"아이디어 고갈로밖에 보이질 않는다. &quot;남녀 두 명씩, 이틀 안에 네 명이 죽는다.&quot;라는 예지자의 섬뜩한 예언하에...각자 다양한 사연으로 오지 산간 마을의 마안갑에 모인 사람들... 터지지 않는 핸드폰, 끊어진... "
835,이제 정말 아이디어 고갈임.. 사실 원래 걍 즉석에서 떠오르는 거 하는데 이젠 떠오르지도 않음..:; 이때를 기회 삼아 다음주부터는 감성 넘치는 제목으로 돌아옵니다 이제라도 블로그 이미지 관리 하겠음 어쨌든... 
836,"아이디어 고갈로 약간의 돌려막기식 만들기 ㅋㅋㅋㅋㅋ 블로그에서 문구 찾아보고 디자인도 여기저기서 벤치마킹해서 만들어 보았다 #. 개인적으로 제일 맘에 드는 카드인데, 줄 사람이 없다..... "
837,"다만, 많은 메이드 인 와리오 게임이 발매되면서, 매번 비슷한 미니게임과 더이상은 나오기 어려운 아이디어 고갈 현상으로 인해 (하드웨어에 들어가는 아이디어 포함) 닌텐도의 가장 최근 하드웨어인... "
838,"막상 고기로 뭘 만들어 먹으려 하면 몇가지 메뉴만이 머리를 맴맴 돌때가 많은데 이 책을 통하면 초간단 고기요리부터 명절, 손님맞이 요리까지 두루두루 활용할 수 있어서 아이디어 고갈은 절대 없을것 같아요!... "
839,최근 까꿍이에게 샌드위치를 종종 챙겨주곤 하는데 아이디어 고갈된 저에게 가뭄의 단비같은 책이에요. &lt;오븐엔조이&gt; 네이버카페 서평이벤트에 당첨되어 출판사에서 책을 제공받았습니다. 책에 수록된... 
840,"아이디어 고갈로 급히 마무리 지었다. [출처 - 핀터레스트] 사용했던 컬러팔레트. 초콜릿 테마 팔레트의 소스가 되는 사진이 '말' 사진 이라는 것은 조금 아이러니하지만, 꽤나 유용하게 쓰였고, 포인트를... "
841,"※ 아이디어 고갈 탓인지 몬스터들 모델링들도 점점 조잡해지는 것 또한 부정할 수 없는 사실이다. 토로제, 대시 나와는 별로 맞지 않았던 작품들 어지간한 본가 작품들보다 좋아하는 미스터리 던전 작품들!... "
842,그리고 이건 짱구집 맞아요 ㅋ 아이디어 고갈로 그냥 냅다 짱구집 만들어서 제출하기 부리부리 개콘이 망한이유. Gaesori를 정성스럽게해놔서 당황스러웠움 ㅠ;;;;;; 어이없어서 올림; 빠융
843,없습니다 아이디어 고갈 ㅜㅜ 주변에 음악하는 사람이 없으니까 물어볼 수도 없고 유성연쌤 보고 싶다.. 도와줘여 쌤 이 언니 진짜 멋있어 좋아.. 최고야 저랑 사궈주새요 폭죽 퐈퐈퐉 혼밥 하다가 깜놀함 니가... 
844,아니 #토스주적금 #토스문어 는 아이디어 고갈인듯하다. 저번주랑 똑같은것 같은데 오천원이라 안자라는거니????????????? 그런거야???????????????? 반짝반짝 감성 샷 오늘 날씨 짱이니까 전먹어야 겠다. 된장찌개... 
845,간단한 줄거리는 아이디어고갈 웹툰작가가 실제 연애하며 성공하는 이야기랄까? 그래서~ 요렇게 실제 몇 안되지만 만화컷도 있지용 메인포스터입니당. 사진속 커플 보이죵? 저 커플의 이야기와 중심이야기... 
846,눈 오는 오늘 점심레시피 야채라면과 계란밥김밥 저번에 계란밥 하고 김에 싸서 먹으니 괜찮아서 고민끝에 레시피~~ 냉장고 재료도 다 떨어져감ㅜ 아이디어 고갈ㅋㅋㅋ 계란밥과 덤 짱아찌만 넣어서 만들기... 
847,폴 동작이 없는건 아쉽지만...플로우 동작이 많아서 만족합니더 (제 아이디어 고갈 날 때까지 플로우 사진을 찍어주신 사진 작가쌤께 감사를...) ©  YEONJI KIM ALL RIGHTS RESERVED 배경은 한 가지 선택으로 쭉... 
848,"몇 십 년 만에 에너지가 회복될 것은 아니지만, 지금이라도 에너지를 절약시켜야 된다. 또 앞으로 더 획기적인 아이디어를 내 에너지 고갈 문제를 해결해야 된다."
849,작가는 아니지만 내가 만약 작가인데 아이디어가 고갈됐다던가 아이디어가 더이상 떠오르지 않는다면 일단은 멈추겠다. 멈추고 더 이상 그 생각으로 글을 쓰지 않겠다. 아이디어가 고갈되고 더이상 생각이... 
850,"요즘 안그래도 아이디어 고갈이라 뭘 해먹나 했었는데, 일단 일용할 양식이 생겨서 조으다. 도라지무침, 진미채, 멸치 코스트코 갔다가 사놓은 아보카도가 잘 익었길래 과카몰리를 만들어서 저녁으로 나쵸를... "
851,"* 아이디어 고갈 . . 살려죠 * * * * * 잠경위 &quot; 그러니까 . . 휴가를 달라고 ? &quot; 덕경장 &quot; 네 , 요즘 많이 힘들기도 하고 조금 지쳐서요 . &quot; 사실 난 , 아프다 . 음 . . 그리 큰병은 아니지만 치료하는데 시간이 조금 많이... "
852,내 눈으로 기름 튀기는걸 보니까 잇님들 저 아이디어 고갈되었어요. 저에게 도시락 메뉴 아이템을 살포시 던져주시겠나요... 반려견 반려묘 얼굴 도시락 완전가능. 사실 난이도가 높은 음식이었어요. 도시락... 
853,"《빨간 머리 앤》의 탄생은 아이디어를 적어두었다가 나중에 활용한 사례지만, 메모는 아이디어가 고갈되었을 때 새로운 아이디어를 내는 데도 도움이 된다. 메모한 것을 읽어보다 보면 자연스럽게... "
854,색이 오묘해서 예쁘고 왼쪽 저 하늘색 찾느라고 눈 빠질뻔 ㅠㅠ 요건 위에꺼랑 비슷하지만 사각형 연결을 하여서 더 유니크하게~ 연출 내 아이디어 고갈로 그냥 처음 만든거랑 비슷하게 했다. 요건 볼형 귀걸이에... 
855,간단식은 주로 한그릇 음식을 만들곤 하지만 그마저도 아이디어를 고갈한 날에는 간편식이나 밀키트를 종종 이용하고 있다. 그 중 요즘에 꽂힌 메뉴는 간편 가정식 전문 브랜드인 밀스온의 &quot;순살 간장게장... 
856,토요일 아침 어제로 똑 떨어진 재료 재료 없인 밥 못차리는 인 아이디어 고갈 아니 에초부터 없는 주부 ㅋ 아침... 워니군 라면 먹는단다 ㅡㅡ 아침부터 죽되고 싶냐 냉장고문만 열고닫기를 무한 반복 다가올... 
857,제정신이 아니네 찜닭 묵음 노쥬랑 쁨이랑 동궁찜닭 그랬어요✌ 그리고 담주까지 학회 컨셉 생각해서 피피티 만들어야 하는데 시⃫발⃫ 나 이제 아이디어 고갈이라고요 나에게 창의성을 요구하지 말아주세요... 
858,"금세 지나가버림 근데 아이디어 고갈이라 딱 적당한 듯 ㅋㅋ? 열일하는 울산 사진관, 울산 스튜디오 성남동 우리동네사진관 당일 저녁이나 다음 날 오전 중 보내주신다고 했는데 당일 밤에 보내주셔서... "
859,"이렇게 고통받으면서 아이디어가 떠오를 때까지 잠시 미뤄두시나요? © katlove, 출처 Unsplash 글감이 안 떠올라 괴로우신가요? 물론 잠시 미뤄두고 있다가 아이디어가 번쩍 떠올라서 글을 완성시킨다면 넘 좋겠죠.... "
860,해야할까 아이디어 고갈 ㅠ _ㅠ 이번 삿포로 여름은 정말 여름답지 않아서 땀도 안나고 시원한 마실 것들도 크게 찾지 않았다 아이스크림을 이렇게나 안 먹어 본 여름은 올해가 처음이지 않을까? 임산부들은... 
861,"준비가 부족할 경우 다양한 시행착오를 겪게 되며 이는 시간금액아이디어 고갈로 인해 다수가 실패하게 됩니다. 그래서 이전에 다양한 테스트로 자신의 아이디어를 검증하며, 그 테스트 방안 가지를... "
862,"아이디어 고갈과 경제적 한계에 부딪히다보니, 싸게 싸게, 쉽게 쉽게, 가볍게 가볍게 라는 생각뿐이네요.. 그런 생각에 결과물이 점점 더 초기작들보다 퀄리티든 애정이든 떨어지면서 볼거리가 부족한 작품을... "
863,"ㅠㅜ 네, 저도 그래요 흑흑 이제는 어떤 메뉴로 밥상을 차려야할지 아이디어도 고갈된 것 같고, 제가 한 밥이 저도 질리는데 신랑과 아이도 오죽할까,, 하는 생각도 들고 그래서 배달음식이나 밀키트의 힘을... "
864,"-수강생 이○○님 조직문화 개선에 대한 아이디어의 고갈, 접근 방법, 유지하고 시행하는 법에 대해서 시간이 지날수록 어렵게 느껴져서 신청하게 되었는데, 해당 강의를 통해서 생각의 전환, 마인드 셋이... "
865,월에 열심히 했던 가정 보육 다시 시작 힘들다 ~월까지 해줄 수 있는 가정 보육 다 해줘서 아이디어 고갈 그러다 집에 있던 꼬마 유부초밥 발견 이거저거 만들어서 먹어야겠다 라익이가 플라스틱 칼로 자른... 
866,이젠 아이디어 고갈 근데 여자친구가 같이 골라주니까 진짜 좋다!~ 파우치 테트리스의 달인 오목을 또 해요 시간을 좀 어른답게 쓰고 싶다 근데 우리는 맨날 폰으로 오목한다 포케 묵으러 왔어요 원래 초밥... 
867,아이밥 아이반찬. 아이메뉴 정말 이제 아이디어 고갈인 정도 ....겹침주의 많아요. 무스비피클짜장라면 티비에서 정혜영무스비가 나오더라구요. 짜장라면 자주 나오네요... 멸치국수 아침에 엄마가 국수 너무... 
868,"돈티슈, 돈케이크, 돈병풍 등등 안해본 이벤트가 없어서 요즘 아이디어고갈... 이번설엔 어떻게 용돈을 드릴까하다가 알게된 엔젤쿠키 플라워 용돈박스 돈티슈, 돈케이크 만드는법↓↓↓↓ https:log.... "
869,"패러다임을 전환하는 혁신적인 아이디어로 정리.편집실  제공.LIG넥스원 기술본부 연구기획팀... 화석연료 고갈, 환경 오염 걱정에서 벗어나 태양에서 얻을 수 있는 지속가능한 전기에너지 이용을... "
870,"계속 계속 종이로 모양 만들어 달라그래서 나중엔 아이디어 고갈로 그냥 네모 모양. ㅋㅋㅋ 케찹기차처럼 뿌뿌뿌뿌지지익 ~~~~ 마음껏 짜보라고 했더니, 신나서 짜고 또 짜고 ! 우리 아들은 뭔가 뿌리고, 짜고 하는... "
871,"이제 점심 아이디어 고갈 …. ;; 썹웨가 준 쿠키 .~ 산책길이 해변인 학교 .. 킹랑 쩡.포랑 축제 갔는데 릴말, 미노이 둘 다 노래를 잘 몰라서 그냥 힘들었고요 ^^ 다들 체력  뿡랑 오랜만에 학식 먹어주기 진짜... "
872,) 아이디어 고갈 : 초-초 동안 말해야 하는데 아이디어와 문장이 부족해진다. 이런 어려움을 이겨내기 위해서 어떻게 해야 할까요? Part의 문제 번과 번의 경우 짤막하게 돌려서 쓸 수... 
873,이젠 아이디어 고갈. 먹는게 최고 아니겠냐며~~ 여러가지 먹거리들은 구입해왔더라고요. 요즘엔 필리핀 먹거리 파는곳이 많아져서 예전보다 구하기 쉬워졌지만.. 이건 백아찌의 정성이 들어있는 것들이니 더... 
874,이제 좀 집밥 아이디어 고갈된 느낌?!?! 돼지목살구이 새싹 샐러드+올리브 추가 마늘구이(@에어프라이어) 깻잎김치 고추김치 가자미구이 시래기 새싹샐러드+게맛살 과카몰리 상추겉절이 오징어채볶음 (또)... 
875,"&lt;트랜센던스&gt;가 아이디어 고갈에 메말라가던 헐리웃에 단비를 뿌려줄지, 더 큰 실망감만 안겨줄지, 어서 빨리 선물 상자를 열어보고 싶습니다! 아드레날린 최고치 어떻게 된 일인지는 모르겠지만 곳곳에... "
876,만들어야하는데 아이디어가 고갈되어 있는 내머리 #기억력 부터 돌려다오 언제쯤 정상적으로 #호르몬 이 나와서 기억력이 돌아온다 말이요 먹는 약의 수치가 자꾸 올라가는 것도 찜찜 이제 키보드 칠때도... 
877,아이디어 고갈로 어려웠는데 감사합니다. 선생님. 보물찾기 종이를 잘 잘라서 필요한 갯수만큼만 숨겨줍니다. 아이들 못보게 하는건 당연!! 또남매 두명이 각각 개씩 찾도록 개를 숨겼습니다. 주방놀이에도... 
878,아직은 그저 와르르 쏟아놓고 노는 게 좋은 만다라토핑 일편백놀이 볼풀은 분컷 놀아줄 아이디어 고갈.. 집에 있는 장난감들을 죄다 꺼냈다 넣는 걸 수십번 반복하다보면 하루가 끝나는 것 같아요. 열심히... 
879,아이디어 고갈로 인해 힘들어하던 저에게 옆사무실 대표님이 디자인북의 바다가 있다며 이 곳에 같이 가자 하더라구요. (이 자리를 빌어 조 대표님께 감사를 - ! ) 홍대입구 번출구로 나가서 걸어도 되고... 
880,행동특성 입력  정도 끝내니까 아이디어가 고갈된다.. 할 말이 많은 아이들도 있지만 대체 뭘 써야할지 머리 쥐어뜯는 애들도 있다. 학기 끝나가는데 애들 파악도 잘 안 된 듯..ㅜㅜ 마음에 여유가 없다. 몸은... 
881,바꿔달라고 그랬는데 &quot;자 다들 채림씨가 오리로 하자고 했으니까 박수~&quot; 점심메뉴 아이디어 고갈 우리집 놀러온 수지니 더 현대가서 구경하다가... 옷사버림 피크닉 중독자들 또의도 감 도서관가서 공부해따~ 끝!
882,"항상 새로운 웃음을 주기 위한 아이디어 고갈 일수도 있고 멤버들이 자꾸 바뀌고 어느순간 국민예능 무도가 여느 예능과 별차이가 보이지 않고 무도멤버들이 이쪽, 저쪽 예능에 겹쳐서 나오니 채널만 돌리면... "
883,"근데 아이디어 고갈로 엄마 포즈 따라하기 ✌ 모래가 부들부들 보다는 알맹이알맹이 이런느낌이어서 맨날로 걸어도 발에 잘 안붙고, 따뜻한 모래지압처럼 걷기 좋았다! 최대한 엄마사진을 많이 담으면서... "
884,"할리우드에서도 아이디어 고갈 되서 영화 재탕, 애니매이션 제탕 삼탕 사골 국물까지 우리는 것 못봤냐. 또 한번 헐!!! 그래서 공모전으로 아이디어가 없으니까 얻으려고 하는 것이다. 와 소름돋네.... "
885,있어서 아이디어 고갈에 힘들어 하는 저이다 보니 어제는 좀 그런 시간들을 한번 가져봤던 것 같네요. 이렇다할 특별한 뭔가를 얻지는 못했지만 말이지요 ^^;; 저에게는 끄적임이었을지 모를 오늘 PPT 템플릿... 
886,창엑 멘토링 멘토분께서 우리 아이디어에 대해서 공감을 전혀 못하셔서 자꾸 다른 이야기를 하셨다.... 제일 중요한 것들을 놓친 것 같지만 .. 마무리 멘트도 고갈 다음주 이때쯤 다시 글을 올리도록 하겠다.
887,결국에는 아이디어 고갈을 겪게 되었답니다 ㅠㅠㅠ 지금 공부하고 있는 민법이나 부동산등기법을 업로드하려고 사진들을 많이 찍어놨는데 그때그때 글을 안 쓰다 보니 또 사진들이 섞여서 이런... ... 사진 좀... 
888,짜장치킨 그런 거야&quot; 치킨은 이제 아이디어 고갈돼서 신메뉴 나올 것도 없겠다 싶은데 그래도 되게 새로운 맛이다. 냄새에서 깐풍기? 족발? 한약? 약초? 동남아? 다 느껴지고 맛은 아무튼 이국적인 맛인데... 
889,"아이디어 고갈이었다가 배불리 먹으니까 아이디어가 폭발적으로 나오는건 꼭 맘데리아여서 그런건 아니겠죠? 원으로 에피타이저 두개, 메인 두개, 디저트 두개, 에이드 두개까지 참 많이도 먹었네요... "
890,"그 이상은 아이디어 고갈, 연출력 부재인데 억지로 늘어뜨려 놓아서 영화가 시간 정도 지나가면 상당히 루즈해집니다. 한껏 봤다고 생각해서 남은 시간 보니까 '분'이나 남아있어서 흠칫 놀랐는데요.... "
891,"comjk 시판 이유식에 대한 생각 이유식을 열심히 만들다가 어느날 갑자기 지칠 때가 있어요 어떤 메뉴로 만들어야 할 지 아이디어 고갈되거나, 내가 이유식 입자 사이즈를 잘 하고 있는건지 등등... "
892,https:www.instagram.compCfZUnyrDIY?igshid=YmMyMTAMY= 제목 아이디어 고갈됐어요 아니.. 이게 높이를 잡아두고 폭을 늘리는 방식의 가방인데.. 뜨다보니까 너무 부라자같은 거예요.... 웃겼어.. 이전 포스팅 리본... 
893,인스타에 카드뉴스 올렸습니다 •• 미리캔버스 유료화 되면서 걍 틀이랑 내가 다 박박 만들었음 년동안 홍보부+피피티 역할 자처하니까 아이디어도 고갈됨 저랑 서연이 열일 했으니까 종총 때 와서 보고... 
894,-리본공예- 힝~ 소재 고갈 아이디어 고갈~ 총체적 난국이에요 ㅋㅋ 대신 싸단공구가 끝나서 이제 좀 한가하다는..&gt;.&lt; 친구가 담주에 추운그녀들 보내준다고 했으니 ㅋㅋ 고것만 기다리는걸로 ㅋㅋ 역시 중국이... 
895,예술이라는 창의적인 활동을 반복해서 하니 살짝 매너리즘과 아이디어 고갈에 힘들어 하고 있을 때 우리도 교육을 받고 리프레시 하는시간이 필요하겠다. 라는생각에 공연예술계에 유명하고 넘치는... 
896,"한입 먹으면 멈출수 없음 여연 또 혼술 병뚜껑아트 아이디어 고갈 맨날 토끼 , 곰돌이만 만들고있다 모든 소주 병뚜껑이 다 두개로 갈라져서 나오는줄 알았는데 참이슬만 그런거였다 처음처럼은 한줄로 따지더라... "
897,디자인을 선택 안하고 오니 갑자기 정해보려니까 아이디어가 고갈되더라고요. 잇님들께선 꼭 미리 정해서 방문하세요. 카페를 둘러보니 참고가 될 만한 샘플이 있는데 탄생석에 관한 내용이 적혀있는 글을 보고... 
898,"아이디어 고갈났어요 어떡해. 서구글 공유자에게 드릴 로고 만드는 중인데, 잘못하면 망칠 수도 있을 거 같아,, (아 원래 늘 망치나?) ㄴ 현 나의 상태와 매우 유사함. 만사가 귀찮고 할 건 많음. 내일은 꼭.. 슈가팸... "
899,제 생각엔 완벽한 아이디어 고갈로 보였네요. 뭔가 관통시키는 대사를 치겠지?!... 했는데 &quot;헬프미&quot; 끝. 떡밥은 떡밥일 뿐이었고 결말까지도 상당히 감성적으로 끝납니다. 결말 부분은 아래에서 이야기를 더... 
900,어차피 내말을 듣지 못하는데···. 곧 편 올라갑니다~ 아이디어 고갈.. 누가 주제 신청좀 해주세요!! 부탁해여ㅠㅠ 그럼 오늘도 즐감..? #사쿠마리츠 #앙상블 #앙스타_상황문답 #앙상블 #앙스타#상황문답
901,"어마어마한 손가락 고문을 이겨내고 대형 러그를 떠서 친구에게 보내고 소소하게 작은 것들을 떠나가다가 아이디어 고갈에 지쳐 책을 구매했다. &lt;코바늘 손뜨개 패턴 &gt;, &lt;원더 크로셰&gt;, &lt;아이리시 코바늘... "
902,그가 어디까지 좋은 아이디어를 계속 선보일지 아니면 장르의 한계와 아이디어 고갈에 부딫쳐 성장이 멈출지.... 기억하고 주목해야 할 이름임은 분명합니다. ps : 다른 배우들은 아니지만 유독 살인을 저질렀던... 
903,"근데 이제 점심 도시락 아이디어 고갈이다..(사실 진즉에 고갈됨) 뭘 싸지 이제..  요즘 이게 유행이라던데 유행한다는 건 또 해봐야 직성이 풀리는 편 근데 검사 항목이 생각보다 좀 어려웠고, 이상하게 mti에... "
904,"-빈티지 매듭리본 : 가죽으로 이런걸 다~ ㅎㅎㅎ- -빈티지가죽리본,머리끈만들기,머리끈,머리핀만들기,가죽리본- 자꾸 쉬운것만 찾는 요즘 ㅠ 뭔가 하나 딱붙이면 되는것만 자고 하고싶어요ㅠㅠㅠ 아이디어 고갈... "
905,라며 &quot;아이디어고갈&quot;로 이웃님들께 도움을 요청했는데 한 이웃님께서 도움을 주셨어요^ ^ (감사해요 클로*님♡) 그래서 열심히 그려서 손그림으로는 처음으로 편지지를 만들어 봤어요~ 가을 분위기에 맞춰서... 
906,된다 시트지용 밀대보다 수건이 짱이다 ㅋㅋ 탄은 상부장과 디테일을 넣어야 겠지만 아이디어 고갈로 히미든다 ㅠㅠㅠㅠ #엄마표주방놀이 #박스주방놀이 #주방놀이만들기 https:m.log.naver.commiya
907,"바틀로 시키면 와인잔 낙서 쌉가넝해서 그리는데 아이디어 고갈 그릴 줄 아는게 하트, 별 뿐이고요 ? 대갈이 짜내서 포도 하나 겨우 그려넣음 헐 댑악 칭긔들이 이거 찍으라고 해서 억지로 찍었는데 와인 이름... "
908,"당첨 아이디어 고갈됬는대 어찌나 감사하던지 ㅋㅋ 땅은 간장,참기름 하늘은 파란색색소,소금,참기름 으로 간했어요 밥 한공기 딱 들어간듯 ㅋㅋ 김밥안좋아하는 윤구에겐 아기자기한 어린이집 소풍도시락이... "
909,간만에 낮에 나가볼라 했더니 다른 #뉴스레터 신청했어여 #카뉴 총총 만들고 (이제 아이디어 고갈임;;;) 갑분 #노래방 진짜 개오랜만 사실 전 노래방 별로 안좋아해여 다같이 미친듯이 노는 건 좋음... 
910,"(여담) 창의성 + 재력 + 성실함 부족으로 이벤트 아이디어 고갈 중,, 더이상 할게 읎다!!! 이러다가 블로그 망하겠음ㅋㅋㅋㅋㅋ 후기 적기 ㆍ월 일에 갔던 전시회 후기 -&gt; 벌써 월도 절반이 지났는데 아직도... "
911,매일 반복되는 아기간식 메뉴때문에 아이디어 고갈에 시달리고 있던 중에 남아있던 시판 퓨레를 보고 개월 아이를 위한 홈메이드 젤리에 도전해봤어요*_* 바로 사과퓨레를 활용한 사과젤리 만들기 준비물은... 
912,버려지는 제품에 아이디어(Idea) 디자인(Design) 기술(Technology)이 더해져 새로운 가치를 가진 새로운... 여기서 우리가 할 수 있는 최선은 새로운 쓰레기를 만들기 위해 원료를 체취하고 무작위 자원을 고갈을... 
913,아이디어 고갈 상태에 이른다고 할까요? 그런 이유로 외식은 꼭(!) 필요한 것이 아닐까 싶답니다. 얼마 전 밖에서 간단히 점심 해결을 하려고 갈치조림을 먹었는데 그 때 반찬으로 꽈리고추찜이... 
914,아이디어가 고갈되었을때는 시선을 돌리고 사고의 전환을 시도해보세요!! 신박하고 기발한 해외 광고편으로 아이디어 얻어가시기 바랍니다!! 섬유유연제 광고 향기에 취한 레슬러의 표정만으로도 향이... 
915,올해 컨셉은 글리터입니다 (아이디어 고갈)  금 오전에 피씨알 받으러 감. 신주쿠 팀메디컬이라는 곳인데 일단 증명서까지 해서 엔이고 온라인 예약이고 이모저모 편해서 여기루. 근데 심지어 증명서... 
916,아이디어 고갈이예요!!! ㅋㅋ 그래서 이제 만들기가 아니더라도... 가끔 인사드릴 방법이 없나;; 연구중이랍니다...하하;; 그래도 오늘은 새로운 만들기를 들고왔어요!!! 물론 많은 분들이 알고계시는 방법이라;;... 
917,나 내가한음식 좋아하는데 아이디어 고갈났다 그동안 먹고싶던 짜장면과 차돌짬뽕 탕수육 시켜서 아빠랑 먹었는데 탕수육은 거의 손도못대고 짜장면 차돌짬뽕 나눠먹었다 엄청 기름진맛이었음 일찍... 
918,나름 만족! 나이들어서 이야기할 추억거리 + 이거 한 초에 한컷 찍어야 하던데 찍을때마다 포즈 아이디어 고갈 이것도 늙으면 못한다ㅋㅋㅋ 후다닥 찍고 후다닥 가방에 넣었다는 썰 - 내돈 내산후기였습니다
919,알아서들 두고싶은거 두시면되용 나의 아이디어 고갈인건 안비밀 문한개로보이는 훼이크! 둘다 방인데 굉장히 협소해서...침대랑 책상하나가끝! 이 두 방문의 반대쪽에 옷장있으니 그거쓰라능 안방이랑... 
920,"하지만 영화가 뒤로 갈수록, 점점 클라이맥스를 향해 갈수록 감독의 아이디어 고갈 현상을 여과 없이 느낄 수 있었고 나중에는 너무나 지루한 나머지 저 진정성 소리를 몇 번을 더 들어야 영화가 끝나하는... "
